# Simple Text Format
# Sampling Rate (Hz):= 2000.0
# Resolution:= 12
# Units:= Volts
# Labels:= PCG	ECG
1.36755	1.71626
1.37077	1.71465
1.37480	1.71385
1.37722	1.71223
1.37963	1.71062
1.37963	1.71062
1.38850	1.70498
1.39092	1.70176
1.39253	1.70176
1.39495	1.69934
1.39736	1.69692
1.40300	1.69048
1.40139	1.69209
1.40139	1.68967
1.40139	1.68645
1.40139	1.68645
1.40462	1.68403
1.40300	1.68403
1.40381	1.68322
1.40462	1.68484
1.40462	1.68161
1.40623	1.68484
1.40542	1.68645
1.40462	1.69048
1.40462	1.69209
1.40542	1.69612
1.40542	1.69773
1.40462	1.69934
1.40381	1.70095
1.40462	1.70740
1.40542	1.70982
1.40542	1.71143
1.40542	1.71465
1.40542	1.71788
1.40381	1.72110
1.40381	1.72271
1.40462	1.72352
1.40300	1.72513
1.40300	1.72352
1.40300	1.72432
1.40300	1.72432
1.40542	1.72352
1.40462	1.72352
1.40381	1.72352
1.40462	1.71949
1.40462	1.71868
1.40542	1.71465
1.40381	1.71223
1.40542	1.71062
1.40542	1.71062
1.40462	1.70901
1.40542	1.70579
1.40300	1.70337
1.40139	1.70176
1.40139	1.70176
1.40300	1.69853
1.40139	1.70015
1.39978	1.70015
1.39978	1.70095
1.39736	1.70256
1.39736	1.70659
1.40220	1.70498
1.40059	1.70901
1.39978	1.71062
1.39978	1.71304
1.39736	1.71788
1.40139	1.72110
1.39978	1.72352
1.39978	1.72835
1.39736	1.73399
1.40059	1.73802
1.40139	1.74125
1.40059	1.74608
1.40059	1.74850
1.39736	1.74930
1.39817	1.75172
1.40059	1.75414
1.39736	1.75495
1.39736	1.75656
1.39978	1.75736
1.39978	1.75736
1.40220	1.75414
1.40059	1.75414
1.39817	1.75253
1.39575	1.74930
1.39736	1.74769
1.39817	1.74527
1.39656	1.74205
1.39495	1.73802
1.39414	1.73480
1.39656	1.73238
1.39736	1.72835
1.39736	1.72916
1.39656	1.72432
1.39656	1.72352
1.39736	1.72352
1.39817	1.72110
1.40059	1.72352
1.39817	1.72352
1.39656	1.72432
1.39575	1.72513
1.39656	1.72835
1.39253	1.72916
1.39333	1.73641
1.39253	1.73641
1.39253	1.74366
1.39333	1.74527
1.39253	1.75011
1.39253	1.75495
1.39253	1.76462
1.39253	1.77026
1.39333	1.77429
1.39253	1.77670
1.39253	1.78073
1.39333	1.78315
1.39414	1.78799
1.39736	1.79040
1.39414	1.79604
1.39656	1.79685
1.39736	1.79685
1.39817	1.79846
1.39817	1.79846
1.39736	1.79685
1.39656	1.79766
1.39495	1.79524
1.39414	1.79363
1.39656	1.78960
1.39333	1.78879
1.39495	1.78799
1.39414	1.78234
1.39414	1.77912
1.39495	1.77832
1.39495	1.77590
1.39495	1.78637
1.39736	1.77267
1.39414	1.77267
1.39978	1.77026
1.39656	1.77267
1.39736	1.77106
1.39736	1.77026
1.39978	1.77267
1.40139	1.77348
1.39978	1.77509
1.39897	1.77590
1.39495	1.77912
1.39575	1.78315
1.39253	1.79040
1.39253	1.79121
1.39333	1.79927
1.39333	1.80330
1.39253	1.80491
1.39495	1.80894
1.39414	1.81377
1.39253	1.81861
1.39253	1.82344
1.39172	1.82667
1.39495	1.82828
1.40864	1.82908
1.43040	1.83473
1.43121	1.83553
1.41670	1.83553
1.38527	1.83553
1.34498	1.83634
1.31436	1.83392
1.29502	1.83150
1.29341	1.83473
1.31275	1.82747
1.34337	1.82747
1.37963	1.82667
1.41993	1.82586
1.44652	1.82425
1.45700	1.82183
1.45297	1.82103
1.44330	1.81861
1.43040	1.81861
1.41590	1.81861
1.40623	1.81861
1.39656	1.82103
1.39011	1.82264
1.38205	1.82425
1.37802	1.82425
1.37963	1.82586
1.37963	1.82747
1.38366	1.83311
1.38689	1.83553
1.38930	1.84198
1.39333	1.84681
1.39253	1.85165
1.39253	1.85487
1.39253	1.85971
1.39414	1.86454
1.39656	1.86696
1.39414	1.87421
1.39253	1.87824
1.38850	1.88066
1.38366	1.88308
1.38205	1.88872
1.38044	1.89194
1.37963	1.89597
1.37963	1.89516
1.37963	1.89919
1.37883	1.89839
1.37883	1.90161
1.37883	1.90161
1.37963	1.89919
1.37963	1.90161
1.38205	1.89678
1.38125	1.89355
1.37963	1.89355
1.37883	1.89275
1.37963	1.89194
1.38044	1.89275
1.37963	1.89114
1.38205	1.89033
1.38447	1.88952
1.38850	1.88711
1.39253	1.88630
1.39172	1.88791
1.39092	1.88872
1.39172	1.89033
1.39092	1.89114
1.39172	1.89275
1.39092	1.89597
1.39011	1.90000
1.39011	1.90242
1.39011	1.90403
1.39011	1.90645
1.38527	1.91370
1.38447	1.91612
1.38447	1.91934
1.38205	1.92418
1.38366	1.92740
1.38125	1.93143
1.38205	1.93223
1.38044	1.93707
1.37963	1.94029
1.38205	1.94110
1.38125	1.94352
1.38205	1.94513
1.38125	1.94513
1.38125	1.94513
1.38447	1.94352
1.38447	1.94271
1.38366	1.94190
1.38366	1.93868
1.38447	1.93385
1.38447	1.93143
1.38366	1.93062
1.38527	1.92982
1.38366	1.92498
1.38366	1.92176
1.38527	1.91773
1.38205	1.91934
1.38205	1.91692
1.38205	1.91370
1.38205	1.91370
1.38366	1.90886
1.38205	1.91289
1.38366	1.91209
1.38366	1.91128
1.38447	1.91289
1.38850	1.91209
1.38527	1.91451
1.38527	1.91692
1.38527	1.91853
1.38527	1.92095
1.38850	1.92418
1.38527	1.92901
1.38689	1.93062
1.38447	1.93546
1.38769	1.93868
1.38850	1.94190
1.38850	1.94513
1.39011	1.95077
1.38850	1.95077
1.39092	1.95319
1.39253	1.95560
1.39092	1.95560
1.39172	1.95722
1.39092	1.95560
1.39172	1.95560
1.39172	1.95319
1.39011	1.95238
1.39092	1.94755
1.39011	1.94513
1.39011	1.94029
1.39011	1.93546
1.39011	1.93143
1.38769	1.92821
1.38850	1.92418
1.38689	1.91692
1.38850	1.91209
1.38447	1.90886
1.38527	1.90403
1.38286	1.89597
1.38286	1.89275
1.38527	1.88952
1.38447	1.88549
1.38527	1.88066
1.38527	1.87824
1.38205	1.87744
1.38769	1.87260
1.38447	1.87260
1.38527	1.86777
1.38366	1.86535
1.38527	1.86535
1.38769	1.86293
1.38689	1.86374
1.38527	1.86293
1.38447	1.86051
1.38689	1.85729
1.39011	1.85729
1.38769	1.85487
1.38769	1.85487
1.38689	1.85245
1.38769	1.85084
1.38850	1.84681
1.38850	1.84198
1.38850	1.83875
1.39011	1.83231
1.39011	1.82667
1.39172	1.82344
1.38850	1.81538
1.38769	1.81055
1.38850	1.80168
1.38850	1.79604
1.39011	1.78637
1.38769	1.77912
1.38850	1.77106
1.38850	1.76381
1.38769	1.74930
1.38850	1.74044
1.38527	1.72190
1.38447	1.72755
1.38527	1.72352
1.38769	1.71626
1.39092	1.70821
1.38769	1.70498
1.38769	1.69773
1.38769	1.69692
1.39011	1.68967
1.39253	1.68564
1.39011	1.68242
1.39011	1.68081
1.38850	1.67919
1.38769	1.67678
1.39172	1.67597
1.38850	1.67597
1.39011	1.67597
1.38850	1.67194
1.39172	1.67194
1.39253	1.67194
1.39172	1.67194
1.39011	1.67114
1.38769	1.67114
1.38769	1.66952
1.39092	1.66388
1.38930	1.66469
1.38930	1.66227
1.38769	1.65905
1.39011	1.65663
1.39092	1.65341
1.38930	1.65341
1.39253	1.64615
1.39253	1.64212
1.39172	1.63568
1.39333	1.63245
1.39333	1.62520
1.39253	1.62117
1.39253	1.62037
1.39253	1.61231
1.39495	1.60667
1.39495	1.60505
1.39495	1.60022
1.39495	1.59700
1.39656	1.59458
1.39656	1.59136
1.39414	1.59216
1.39495	1.58894
1.39495	1.58652
1.39495	1.58491
1.39817	1.58249
1.39575	1.58330
1.39736	1.58330
1.39656	1.58733
1.39736	1.58571
1.40139	1.58974
1.39978	1.59136
1.39817	1.59458
1.39978	1.59538
1.39736	1.59861
1.40139	1.59861
1.39817	1.60264
1.39736	1.60425
1.39495	1.60667
1.39414	1.60747
1.39414	1.60747
1.39253	1.61070
1.39172	1.60747
1.39172	1.60989
1.39011	1.60828
1.39092	1.60747
1.38850	1.60586
1.39011	1.60747
1.38930	1.60505
1.39172	1.59941
1.39253	1.59700
1.39253	1.59538
1.39253	1.59377
1.39253	1.58974
1.39253	1.58894
1.39656	1.58491
1.39333	1.58330
1.39414	1.58168
1.39495	1.58007
1.39253	1.57927
1.39495	1.57604
1.39495	1.57282
1.39414	1.57443
1.39817	1.57604
1.40139	1.57604
1.40381	1.57363
1.40462	1.57685
1.40381	1.57766
1.40542	1.58168
1.40542	1.58410
1.41026	1.58330
1.40864	1.58733
1.41348	1.59055
1.41751	1.59458
1.42073	1.59780
1.42718	1.59861
1.43121	1.60264
1.43282	1.60505
1.44007	1.60747
1.44571	1.60989
1.45780	1.60828
1.46989	1.61231
1.48278	1.61311
1.50051	1.61231
1.51099	1.61070
1.52952	1.61150
1.53919	1.60908
1.54806	1.60747
1.55209	1.60425
1.54725	1.60183
1.53194	1.59619
1.49568	1.59377
1.45136	1.59216
1.39333	1.58652
1.33692	1.58410
1.28212	1.58007
1.22491	1.57927
1.18300	1.57282
1.15480	1.57040
1.13788	1.56879
1.13626	1.56637
1.14190	1.56637
1.15560	1.56637
1.17736	1.56637
1.20879	1.56718
1.24667	1.56637
1.28374	1.56879
1.32000	1.57121
1.35949	1.57282
1.39736	1.58007
1.43363	1.57927
1.46586	1.58410
1.49326	1.58974
1.51018	1.59297
1.52066	1.59458
1.52872	1.60183
1.52227	1.60344
1.50857	1.60747
1.49165	1.61150
1.47392	1.61473
1.45700	1.61311
1.43846	1.61795
1.42960	1.61714
1.42234	1.61795
1.41912	1.61795
1.42234	1.61392
1.42315	1.61553
1.42718	1.60908
1.42879	1.60667
1.42879	1.60505
1.42557	1.60264
1.41912	1.59861
1.41267	1.59538
1.40703	1.59458
1.40542	1.58894
1.40462	1.58733
1.39978	1.58652
1.39495	1.58249
1.39253	1.58088
1.38527	1.57927
1.38205	1.57766
1.37722	1.57927
1.36593	1.58007
1.35788	1.58007
1.35385	1.58168
1.34256	1.58088
1.33773	1.58410
1.33370	1.58652
1.33209	1.59136
1.33048	1.59055
1.33370	1.59297
1.33531	1.59458
1.33531	1.59700
1.33853	1.60022
1.34095	1.60264
1.34579	1.60747
1.34579	1.60828
1.34982	1.60989
1.35304	1.61231
1.35385	1.61150
1.35949	1.61392
1.36110	1.61634
1.36432	1.61714
1.36674	1.61795
1.36755	1.61473
1.37238	1.61473
1.37158	1.61473
1.37480	1.61231
1.37560	1.60989
1.37802	1.60828
1.37963	1.60505
1.37963	1.60264
1.37963	1.60344
1.37963	1.59941
1.37963	1.59458
1.38044	1.59377
1.37963	1.59216
1.37963	1.58974
1.37963	1.58652
1.38044	1.58894
1.38205	1.58894
1.38125	1.58894
1.38205	1.58974
1.38205	1.58571
1.38205	1.58974
1.38366	1.59055
1.38366	1.59377
1.38366	1.59458
1.38205	1.59700
1.38447	1.60183
1.38850	1.60183
1.38930	1.60586
1.39253	1.60989
1.39253	1.61473
1.39333	1.61714
1.39656	1.62037
1.39656	1.62278
1.39736	1.62520
1.39817	1.63165
1.39736	1.63245
1.40059	1.63326
1.40059	1.63890
1.40059	1.63487
1.40139	1.63568
1.40462	1.63487
1.40542	1.63407
1.40462	1.63407
1.40542	1.63165
1.40462	1.62923
1.40300	1.62842
1.40462	1.62117
1.40381	1.61875
1.40381	1.61956
1.40139	1.61714
1.39817	1.61392
1.39736	1.61150
1.40059	1.60667
1.39817	1.60828
1.39817	1.60667
1.39656	1.60103
1.39817	1.60103
1.39736	1.60183
1.39656	1.60344
1.39495	1.60425
1.39736	1.60183
1.39575	1.60505
1.39575	1.60747
1.39414	1.60747
1.39495	1.60989
1.39575	1.61231
1.39656	1.61311
1.39414	1.62037
1.39414	1.62037
1.39414	1.62762
1.39333	1.63004
1.39414	1.63245
1.39414	1.63487
1.39253	1.64132
1.39333	1.64374
1.39333	1.64454
1.39333	1.64454
1.39011	1.64615
1.39172	1.64777
1.39092	1.64696
1.39011	1.64696
1.39253	1.64615
1.39011	1.64696
1.39253	1.64615
1.39253	1.64212
1.39333	1.64212
1.39656	1.63729
1.39414	1.63648
1.39414	1.63245
1.39333	1.63165
1.39333	1.62842
1.39495	1.62520
1.39253	1.62198
1.39253	1.62037
1.39172	1.62037
1.39092	1.62037
1.39253	1.61956
1.39172	1.61956
1.39172	1.61956
1.39253	1.62037
1.39253	1.62037
1.39333	1.62037
1.39253	1.62198
1.39414	1.62117
1.39333	1.62842
1.39333	1.63084
1.39495	1.63084
1.39253	1.63407
1.39253	1.63890
1.39253	1.64454
1.39253	1.64535
1.39253	1.64696
1.39253	1.65179
1.39172	1.65260
1.39253	1.65502
1.39172	1.65663
1.39253	1.65663
1.39092	1.65905
1.39172	1.65985
1.39092	1.65985
1.39172	1.66066
1.39253	1.65824
1.39172	1.65905
1.39011	1.65824
1.39011	1.65502
1.39011	1.65341
1.39092	1.65018
1.38850	1.64615
1.38850	1.64615
1.38850	1.64615
1.39011	1.64374
1.39011	1.64132
1.38769	1.64051
1.38850	1.63729
1.38527	1.63729
1.38447	1.63568
1.38447	1.63245
1.38286	1.63407
1.38286	1.63487
1.38366	1.63407
1.38447	1.63729
1.38527	1.63568
1.38286	1.63810
1.38366	1.64212
1.38366	1.64535
1.38366	1.64615
1.38769	1.64857
1.38527	1.65260
1.38527	1.65744
1.38769	1.66066
1.38527	1.66308
1.38769	1.66469
1.38527	1.67033
1.38527	1.67194
1.38366	1.67275
1.38366	1.67436
1.38447	1.67597
1.38286	1.67919
1.38044	1.68081
1.38044	1.68000
1.38125	1.68000
1.38125	1.67919
1.38125	1.67758
1.38125	1.67597
1.38125	1.67355
1.38205	1.67194
1.38366	1.67114
1.38205	1.66872
1.38527	1.66630
1.38125	1.66308
1.38366	1.65985
1.38689	1.65824
1.38447	1.65502
1.38689	1.65502
1.38689	1.65179
1.38527	1.65099
1.38930	1.64857
1.39092	1.65179
1.39092	1.64857
1.39011	1.64777
1.39172	1.64777
1.39172	1.65341
1.39172	1.65179
1.39092	1.65502
1.39011	1.65824
1.39011	1.66066
1.39253	1.66227
1.39253	1.66791
1.39253	1.67114
1.39253	1.67194
1.39253	1.67516
1.39414	1.67758
1.39253	1.68081
1.39253	1.68484
1.39253	1.68725
1.39172	1.68725
1.39253	1.68967
1.39253	1.69048
1.39253	1.69209
1.39253	1.69048
1.39333	1.68967
1.39414	1.68967
1.39253	1.68645
1.39253	1.68564
1.39253	1.68484
1.39253	1.66952
1.39253	1.67597
1.39172	1.67436
1.38850	1.66952
1.38850	1.67033
1.38689	1.66872
1.38527	1.66469
1.38286	1.65905
1.38125	1.65905
1.38125	1.65663
1.37963	1.65502
1.38125	1.65099
1.37963	1.65341
1.38044	1.65099
1.38044	1.65099
1.38125	1.65341
1.38527	1.65099
1.38527	1.65421
1.38930	1.65663
1.38527	1.65905
1.38930	1.65985
1.39092	1.66147
1.39011	1.66630
1.39092	1.66872
1.39011	1.67114
1.39092	1.67194
1.39172	1.67355
1.38769	1.68000
1.39092	1.68242
1.39172	1.68403
1.39414	1.68725
1.39656	1.68725
1.39575	1.69048
1.39736	1.69370
1.39978	1.69128
1.39978	1.68806
1.40059	1.68967
1.40059	1.68645
1.40059	1.68564
1.39817	1.68403
1.40059	1.68081
1.40300	1.67919
1.40139	1.67436
1.40059	1.67194
1.40300	1.66952
1.40381	1.66952
1.40462	1.66308
1.40381	1.66388
1.40300	1.65905
1.40542	1.65824
1.40542	1.65744
1.40542	1.65582
1.40542	1.65582
1.40542	1.65663
1.40542	1.65341
1.40623	1.65502
1.40784	1.65421
1.40542	1.65421
1.40542	1.65744
1.40542	1.65905
1.40542	1.65985
1.40542	1.66147
1.40542	1.66791
1.40542	1.66952
1.40462	1.67194
1.40300	1.67275
1.40381	1.67436
1.40139	1.68000
1.39978	1.68081
1.39817	1.68564
1.39736	1.68645
1.40139	1.68725
1.39656	1.68967
1.39736	1.69048
1.39656	1.68886
1.39495	1.69048
1.39495	1.69048
1.39333	1.68725
1.39253	1.68886
1.39172	1.68564
1.39253	1.68242
1.39172	1.68000
1.39092	1.67758
1.39092	1.67355
1.39172	1.67194
1.39172	1.67194
1.39172	1.67033
1.38689	1.66952
1.38689	1.66630
1.38689	1.66388
1.38527	1.66308
1.38608	1.66147
1.38205	1.65985
1.38205	1.65905
1.38205	1.65905
1.37963	1.65985
1.38205	1.66066
1.38044	1.66308
1.38205	1.66469
1.38044	1.66630
1.38205	1.67033
1.38447	1.67194
1.38366	1.67275
1.38447	1.67436
1.38527	1.68000
1.38769	1.68081
1.39172	1.68242
1.38850	1.68322
1.39092	1.68645
1.39011	1.68806
1.39011	1.68886
1.39172	1.68967
1.38930	1.69209
1.38930	1.69048
1.38850	1.69048
1.38850	1.68886
1.39172	1.68564
1.39011	1.68484
1.39092	1.68242
1.39011	1.68161
1.39253	1.67597
1.39414	1.67275
1.39253	1.67194
1.39253	1.67033
1.39253	1.66711
1.39333	1.66388
1.39495	1.65905
1.39495	1.65824
1.39333	1.65663
1.39253	1.65421
1.39253	1.65421
1.39495	1.64857
1.39333	1.64938
1.39172	1.65018
1.39172	1.64857
1.39253	1.64857
1.39333	1.65018
1.39092	1.65341
1.39011	1.65582
1.39011	1.65824
1.39011	1.65905
1.39253	1.66066
1.38850	1.66388
1.39092	1.66791
1.38850	1.67194
1.39011	1.67355
1.39092	1.67436
1.38769	1.68081
1.38850	1.68161
1.38850	1.68484
1.38850	1.68725
1.39092	1.68725
1.38769	1.68886
1.38689	1.69209
1.38689	1.69209
1.38527	1.69048
1.38850	1.68645
1.38447	1.68645
1.38527	1.68403
1.38447	1.68161
1.38527	1.68000
1.38769	1.67275
1.38527	1.67355
1.38850	1.66952
1.38769	1.66469
1.39011	1.66147
1.39253	1.65744
1.39172	1.65582
1.39172	1.65099
1.39172	1.65018
1.39253	1.64615
1.39414	1.64454
1.39253	1.64615
1.39333	1.64535
1.39333	1.64374
1.39414	1.64454
1.39575	1.64374
1.39253	1.64615
1.39253	1.64615
1.39253	1.64777
1.39253	1.65018
1.39575	1.65018
1.39333	1.65421
1.39253	1.65905
1.39253	1.66066
1.39333	1.66388
1.39575	1.66791
1.39656	1.67114
1.39414	1.67194
1.39495	1.67194
1.39414	1.67758
1.39495	1.67597
1.39253	1.67678
1.39172	1.68000
1.39011	1.67919
1.39011	1.67597
1.39011	1.65985
1.38689	1.67275
1.38366	1.67033
1.38366	1.66791
1.38527	1.66630
1.38527	1.65985
1.38527	1.65824
1.38689	1.65502
1.38850	1.65099
1.39172	1.64615
1.39253	1.64615
1.39172	1.64293
1.39092	1.64132
1.39011	1.63568
1.38850	1.63971
1.39011	1.63729
1.38850	1.63648
1.38850	1.63568
1.38769	1.63568
1.38850	1.63729
1.39011	1.64051
1.38689	1.64051
1.38769	1.64374
1.38527	1.64535
1.38769	1.64615
1.38769	1.64777
1.38527	1.65099
1.38769	1.65421
1.38689	1.65744
1.38850	1.65905
1.39092	1.66147
1.39092	1.66388
1.38769	1.66952
1.39172	1.67275
1.39011	1.66791
1.39172	1.67033
1.39092	1.67114
1.38850	1.67194
1.39172	1.67194
1.39172	1.67194
1.39253	1.67114
1.39253	1.66872
1.39092	1.66711
1.39172	1.66388
1.39011	1.65985
1.39253	1.65582
1.39092	1.65502
1.39011	1.65179
1.39011	1.65018
1.39011	1.64615
1.39172	1.64132
1.38689	1.64051
1.38527	1.63326
1.38447	1.63326
1.38125	1.63407
1.38366	1.62923
1.37963	1.63004
1.37963	1.63004
1.38044	1.62842
1.38044	1.63004
1.38366	1.62762
1.38125	1.62842
1.38205	1.63245
1.38447	1.63004
1.38527	1.63487
1.39011	1.63729
1.39172	1.64051
1.39172	1.64132
1.39253	1.64615
1.39253	1.64777
1.39333	1.64857
1.39253	1.65502
1.39253	1.65421
1.39011	1.65663
1.38850	1.65905
1.39172	1.65985
1.38769	1.66308
1.38930	1.66388
1.38850	1.66227
1.38769	1.66308
1.39011	1.66066
1.38930	1.66147
1.38850	1.66308
1.38930	1.66308
1.38850	1.65905
1.39092	1.65663
1.39092	1.65663
1.39092	1.65421
1.39011	1.65099
1.39172	1.64696
1.39253	1.64615
1.39253	1.64615
1.39172	1.64615
1.39253	1.64535
1.39172	1.64615
1.39414	1.64454
1.39333	1.64535
1.40059	1.64615
1.40381	1.64535
1.40300	1.64615
1.39172	1.64615
1.37963	1.64857
1.36674	1.65179
1.36190	1.65502
1.36271	1.65905
1.36755	1.65905
1.37722	1.66308
1.37963	1.66630
1.38447	1.66872
1.38447	1.67194
1.38125	1.67355
1.37883	1.67597
1.37722	1.67678
1.37883	1.68000
1.37963	1.68081
1.38527	1.68081
1.38850	1.68403
1.38527	1.68322
1.38769	1.68161
1.38205	1.68242
1.38125	1.67758
1.37963	1.67597
1.37963	1.67355
1.37963	1.67114
1.37963	1.66952
1.37963	1.66147
1.37883	1.66147
1.37802	1.65502
1.37883	1.65502
1.38125	1.64615
1.38447	1.64615
1.39092	1.64535
1.39253	1.64374
1.39495	1.64212
1.40059	1.63971
1.40059	1.63729
1.39575	1.64051
1.39575	1.64374
1.39333	1.64535
1.39253	1.64615
1.39333	1.64696
1.39253	1.65421
1.39172	1.65905
1.39172	1.66147
1.39011	1.66952
1.39253	1.67194
1.38930	1.67678
1.39011	1.68322
1.38930	1.68806
1.39253	1.69692
1.39414	1.69773
1.39253	1.70256
1.39414	1.71062
1.39575	1.71062
1.39414	1.71465
1.39736	1.71788
1.39575	1.72271
1.39817	1.72352
1.39817	1.72271
1.39817	1.72432
1.40220	1.72352
1.39817	1.72352
1.39817	1.72352
1.39817	1.72110
1.39817	1.72029
1.40059	1.71546
1.40059	1.71223
1.39817	1.71062
1.39978	1.70659
1.39656	1.70176
1.40139	1.69934
1.39656	1.69773
1.39656	1.69612
1.39495	1.69209
1.39495	1.68806
1.39414	1.68725
1.39253	1.68403
1.39253	1.68322
1.39333	1.67919
1.39253	1.67758
1.39253	1.68000
1.39253	1.67678
1.39253	1.67758
1.39253	1.68000
1.39253	1.68000
1.39253	1.68242
1.39092	1.68322
1.38930	1.68564
1.38769	1.68645
1.38850	1.68886
1.39172	1.69048
1.38850	1.69370
1.38930	1.69531
1.38689	1.69773
1.38689	1.70095
1.38850	1.69773
1.38366	1.69934
1.38527	1.69773
1.38527	1.69773
1.38447	1.69853
1.39092	1.69773
1.39011	1.69773
1.38850	1.69692
1.39011	1.69370
1.39092	1.69289
1.39253	1.68967
1.39172	1.68967
1.39172	1.68645
1.39253	1.68403
1.39333	1.68081
1.39414	1.67919
1.39253	1.67758
1.39253	1.67355
1.39253	1.67275
1.39172	1.67275
1.39253	1.67194
1.39253	1.67194
1.39172	1.67194
1.39172	1.67033
1.39253	1.67194
1.39656	1.67114
1.39736	1.67194
1.39978	1.67194
1.39978	1.67436
1.40139	1.67436
1.40381	1.67597
1.40300	1.68000
1.40462	1.68000
1.40462	1.68161
1.40542	1.68484
1.40542	1.68806
1.40542	1.68967
1.40542	1.69048
1.40139	1.69451
1.40300	1.69612
1.40220	1.69531
1.39817	1.69612
1.39817	1.69370
1.39817	1.69209
1.39817	1.69209
1.39978	1.68886
1.39736	1.68725
1.39656	1.68484
1.39817	1.68242
1.39656	1.68081
1.39495	1.67436
1.39656	1.67275
1.39333	1.67033
1.39656	1.67194
1.39575	1.67033
1.39414	1.66227
1.39253	1.66227
1.39092	1.65179
1.39092	1.65985
1.39172	1.65744
1.39092	1.65421
1.39092	1.65582
1.39092	1.65341
1.39172	1.65502
1.39253	1.65421
1.39414	1.65179
1.39253	1.65582
1.39333	1.65663
1.39495	1.65824
1.39495	1.65985
1.39656	1.66066
1.39495	1.66630
1.39736	1.66711
1.39736	1.67033
1.40059	1.66952
1.40300	1.67194
1.39817	1.67436
1.39736	1.67436
1.39656	1.68000
1.39333	1.68000
1.39495	1.68081
1.39172	1.68322
1.39092	1.68403
1.38930	1.68242
1.38930	1.68403
1.39253	1.67919
1.39011	1.68000
1.39253	1.67919
1.39172	1.67678
1.39253	1.67436
1.39333	1.67194
1.39253	1.67114
1.39253	1.67033
1.39333	1.66388
1.39253	1.66630
1.39414	1.66308
1.39253	1.66308
1.39253	1.65905
1.39172	1.65905
1.39253	1.65905
1.39253	1.65744
1.39172	1.65905
1.39092	1.65824
1.39092	1.65905
1.39011	1.65905
1.39092	1.65985
1.38930	1.66308
1.38850	1.66791
1.38850	1.66952
1.38850	1.67114
1.38930	1.67355
1.38527	1.67758
1.38689	1.68242
1.38205	1.68564
1.38447	1.68645
1.38689	1.69370
1.38205	1.69451
1.38205	1.69692
1.38125	1.69934
1.38205	1.70176
1.38447	1.70015
1.38447	1.70256
1.38447	1.70256
1.38447	1.70256
1.38366	1.70337
1.38527	1.70176
1.38447	1.70176
1.38366	1.69934
1.38125	1.69773
1.38205	1.69773
1.38125	1.69370
1.37963	1.69048
1.37722	1.68725
1.37722	1.68322
1.37560	1.67758
1.37722	1.67436
1.37238	1.67194
1.37238	1.66791
1.37480	1.65985
1.37560	1.65824
1.37802	1.65421
1.37963	1.64777
1.37883	1.64615
1.37963	1.64454
1.38044	1.64132
1.38125	1.63326
1.37963	1.63407
1.37883	1.63165
1.37722	1.63004
1.37560	1.63004
1.37802	1.62842
1.37560	1.62842
1.37480	1.63084
1.37560	1.63326
1.37883	1.63729
1.37963	1.64132
1.37963	1.64615
1.38125	1.65341
1.38527	1.65985
1.38366	1.66952
1.38769	1.67597
1.38850	1.68645
1.39092	1.69934
1.39172	1.71143
1.39495	1.72352
1.39495	1.73883
1.39575	1.75817
1.39736	1.77590
1.39978	1.80007
1.40059	1.81861
1.40381	1.84359
1.40381	1.86777
1.40462	1.89839
1.40542	1.92498
1.40381	1.95963
1.40542	1.99429
1.40462	2.03297
1.40300	2.07326
1.40381	2.11919
1.40300	2.16271
1.40300	2.21429
1.40059	2.26505
1.39817	2.31824
1.39978	2.37223
1.39414	2.43026
1.39414	2.48505
1.39172	2.54308
1.38850	2.60593
1.38447	2.66315
1.38125	2.72117
1.38205	2.78081
1.37963	2.83802
1.37802	2.89282
1.37963	2.94842
1.37722	3.00000
1.37802	3.00000
1.37560	3.00000
1.37238	3.00000
1.36996	3.00000
1.37077	3.00000
1.37158	3.00000
1.37158	3.00000
1.37238	3.00000
1.37238	3.00000
1.37480	3.00000
1.37963	3.00000
1.37802	3.00000
1.37722	3.00000
1.37963	3.00000
1.37963	3.00000
1.37963	3.00000
1.37963	3.00000
1.37963	3.00000
1.37883	2.99597
1.37963	2.93473
1.38205	2.86220
1.38125	2.78886
1.37963	2.70586
1.38125	2.62608
1.38044	2.53421
1.38447	2.44396
1.38608	2.34886
1.38527	2.25377
1.38850	2.15707
1.38850	2.06359
1.39253	1.97253
1.39253	1.88549
1.39495	1.80007
1.39656	1.71223
1.40139	1.63568
1.40542	1.56718
1.40542	1.50432
1.40623	1.44952
1.41026	1.40117
1.41267	1.36249
1.41912	1.32381
1.41993	1.29802
1.41993	1.28110
1.42073	1.26659
1.42234	1.25692
1.42234	1.25048
1.41751	1.24886
1.41590	1.24967
1.41267	1.25531
1.40784	1.26015
1.40542	1.26659
1.40381	1.27868
1.40139	1.28674
1.40139	1.29883
1.40542	1.31011
1.41509	1.32139
1.42879	1.33429
1.44410	1.34476
1.46103	1.36088
1.48359	1.36974
1.50777	1.38022
1.52147	1.38908
1.53436	1.40198
1.53839	1.41004
1.53678	1.41568
1.53436	1.42535
1.52147	1.43502
1.50777	1.43985
1.49165	1.45033
1.47795	1.45275
1.46264	1.46403
1.45136	1.46806
1.43846	1.47773
1.42637	1.48337
1.41429	1.49143
1.40381	1.49626
1.38689	1.50674
1.37399	1.51480
1.35868	1.51883
1.34337	1.52930
1.32967	1.53575
1.31114	1.54462
